X,Y,Rang,Type,ID
768405.645259215,6271802.29609327,1,Site,1
768408.21731678,6271806.5838106,1,Site,2
768410.789374345,6271810.87152793,1,Site,3
768413.36143191,6271815.15924526,1,Site,4
768415.933489474,6271819.44696258,1,Site,5
768418.505547039,6271823.73467991,1,Site,6
768421.077604604,6271828.02239724,1,Site,7
768423.649662168,6271832.31011457,1,Site,8
768426.221719733,6271836.59783189,1,Site,9
768428.793777298,6271840.88554922,1,Site,10
768431.365834862,6271845.17326655,1,Site,11
768433.937892427,6271849.46098388,1,Site,12
768436.509949992,6271853.74870121,1,Site,13
768439.082007556,6271858.03641853,1,Site,14
768441.654065121,6271862.32413586,1,Site,15
768444.226122686,6271866.61185319,1,Site,16
768446.79818025,6271870.89957052,1,Site,17
768449.370237815,6271875.18728785,1,Site,18
768407.541871993,6271801.05485736,2,Site,19
768410.126926874,6271805.3347512,2,Site,20
768412.711981754,6271809.61464504,2,Site,21
768415.297036635,6271813.89453888,2,Site,22
768417.882091515,6271818.17443271,2,Site,23
768420.467146396,6271822.45432655,2,Site,24
768423.052201276,6271826.73422039,2,Site,25
768425.637256157,6271831.01411423,2,Site,26
768428.222311038,6271835.29400807,2,Site,27
768430.807365918,6271839.5739019,2,Site,28
768433.392420799,6271843.85379574,2,Site,29
768435.977475679,6271848.13368958,2,Site,30
768438.56253056,6271852.41358342,2,Site,31
768441.14758544,6271856.69347726,2,Site,32
768443.732640321,6271860.97337109,2,Site,33
768446.317695202,6271865.25326493,2,Site,34
768448.902750082,6271869.53315877,2,Site,35
768451.487804963,6271873.81305261,2,Site,36
768405.645259215,6271802.29609327,2,Site,37
768408.21731678,6271806.5838106,2,Site,38
768410.789374345,6271810.87152793,2,Site,39
768413.36143191,6271815.15924526,2,Site,40
768415.933489474,6271819.44696258,2,Site,41
768418.505547039,6271823.73467991,2,Site,42
768421.077604604,6271828.02239724,2,Site,43
768423.649662168,6271832.31011457,2,Site,44
768426.221719733,6271836.59783189,2,Site,45
768428.793777298,6271840.88554922,2,Site,46
768431.365834862,6271845.17326655,2,Site,47
768433.937892427,6271849.46098388,2,Site,48
768436.509949992,6271853.74870121,2,Site,49
768439.082007556,6271858.03641853,2,Site,50
768441.654065121,6271862.32413586,2,Site,51
768444.226122686,6271866.61185319,2,Site,52
768446.79818025,6271870.89957052,2,Site,53
768449.370237815,6271875.18728785,2,Site,54
768409.823938915,6271799.76873838,3,Site,55
768412.406115183,6271804.05036957,3,Site,56
768414.98829145,6271808.33200077,3,Site,57
768417.570467718,6271812.61363197,3,Site,58
768420.152643985,6271816.89526317,3,Site,59
768422.734820253,6271821.17689437,3,Site,60
768425.31699652,6271825.45852557,3,Site,61
768427.899172788,6271829.74015677,3,Site,62
768430.481349055,6271834.02178797,3,Site,63
768433.063525323,6271838.30341917,3,Site,64
768435.64570159,6271842.58505036,3,Site,65
768438.227877858,6271846.86668156,3,Site,66
768440.810054125,6271851.14831276,3,Site,67
768443.392230393,6271855.42994396,3,Site,68
768445.97440666,6271859.71157516,3,Site,69
768448.556582928,6271863.99320636,3,Site,70
768451.138759195,6271868.27483756,3,Site,71
768453.720935463,6271872.55646876,3,Site,72
768407.541871993,6271801.05485736,3,Site,73
768410.126926874,6271805.3347512,3,Site,74
768412.711981754,6271809.61464504,3,Site,75
768415.297036635,6271813.89453888,3,Site,76
768417.882091515,6271818.17443271,3,Site,77
768420.467146396,6271822.45432655,3,Site,78
768423.052201276,6271826.73422039,3,Site,79
768425.637256157,6271831.01411423,3,Site,80
768428.222311038,6271835.29400807,3,Site,81
768430.807365918,6271839.5739019,3,Site,82
768433.392420799,6271843.85379574,3,Site,83
768435.977475679,6271848.13368958,3,Site,84
768438.56253056,6271852.41358342,3,Site,85
768441.14758544,6271856.69347726,3,Site,86
768443.732640321,6271860.97337109,3,Site,87
768446.317695202,6271865.25326493,3,Site,88
768448.902750082,6271869.53315877,3,Site,89
768451.487804963,6271873.81305261,3,Site,90
768412.044425498,6271798.70727975,4,Site,91
768414.634143367,6271802.98435368,4,Site,92
768417.223861235,6271807.2614276,4,Site,93
768419.813579104,6271811.53850153,4,Site,94
768422.403296972,6271815.81557546,4,Site,95
768424.993014841,6271820.09264938,4,Site,96
768427.582732709,6271824.36972331,4,Site,97
768430.172450578,6271828.64679723,4,Site,98
768432.762168446,6271832.92387116,4,Site,99
768435.351886315,6271837.20094508,4,Site,100
768437.941604183,6271841.47801901,4,Site,101
768440.531322051,6271845.75509293,4,Site,102
768443.12103992,6271850.03216686,4,Site,103
768445.710757788,6271854.30924078,4,Site,104
768448.300475657,6271858.58631471,4,Site,105
768450.890193525,6271862.86338863,4,Site,106
768453.479911394,6271867.14046256,4,Site,107
768456.069629262,6271871.41753648,4,Site,108
768409.823938915,6271799.76873838,4,Site,109
768412.406115183,6271804.05036957,4,Site,110
768414.98829145,6271808.33200077,4,Site,111
768417.570467718,6271812.61363197,4,Site,112
768420.152643985,6271816.89526317,4,Site,113
768422.734820253,6271821.17689437,4,Site,114
768425.31699652,6271825.45852557,4,Site,115
768427.899172788,6271829.74015677,4,Site,116
768430.481349055,6271834.02178797,4,Site,117
768433.063525323,6271838.30341917,4,Site,118
768435.64570159,6271842.58505036,4,Site,119
768438.227877858,6271846.86668156,4,Site,120
768440.810054125,6271851.14831276,4,Site,121
768443.392230393,6271855.42994396,4,Site,122
768445.97440666,6271859.71157516,4,Site,123
768448.556582928,6271863.99320636,4,Site,124
768451.138759195,6271868.27483756,4,Site,125
768453.720935463,6271872.55646876,4,Site,126
768414.266750415,6271797.08245049,5,Site,127
768416.843508432,6271801.36734467,5,Site,128
768419.42026645,6271805.65223884,5,Site,129
768421.997024468,6271809.93713302,5,Site,130
768424.573782486,6271814.2220272,5,Site,131
768427.150540503,6271818.50692138,5,Site,132
768429.727298521,6271822.79181556,5,Site,133
768432.304056539,6271827.07670973,5,Site,134
768434.880814556,6271831.36160391,5,Site,135
768437.457572574,6271835.64649809,5,Site,136
768440.034330592,6271839.93139227,5,Site,137
768442.61108861,6271844.21628645,5,Site,138
768445.187846627,6271848.50118062,5,Site,139
768447.764604645,6271852.7860748,5,Site,140
768450.341362663,6271857.07096898,5,Site,141
768452.918120681,6271861.35586316,5,Site,142
768455.494878698,6271865.64075734,5,Site,143
768458.071636716,6271869.92565152,5,Site,144
768412.044425498,6271798.70727975,5,Site,145
768414.634143367,6271802.98435368,5,Site,146
768417.223861235,6271807.2614276,5,Site,147
768419.813579104,6271811.53850153,5,Site,148
768422.403296972,6271815.81557546,5,Site,149
768424.993014841,6271820.09264938,5,Site,150
768427.582732709,6271824.36972331,5,Site,151
768430.172450578,6271828.64679723,5,Site,152
768432.762168446,6271832.92387116,5,Site,153
768435.351886315,6271837.20094508,5,Site,154
768437.941604183,6271841.47801901,5,Site,155
768440.531322051,6271845.75509293,5,Site,156
768443.12103992,6271850.03216686,5,Site,157
768445.710757788,6271854.30924078,5,Site,158
768448.300475657,6271858.58631471,5,Site,159
768450.890193525,6271862.86338863,5,Site,160
768453.479911394,6271867.14046256,5,Site,161
768456.069629262,6271871.41753648,5,Site,162
768416.5295809,6271795.92366618,6,Site,163
768419.104518588,6271800.20965451,6,Site,164
768421.679456277,6271804.49564283,6,Site,165
768424.254393966,6271808.78163115,6,Site,166
768426.829331655,6271813.06761947,6,Site,167
768429.404269344,6271817.35360779,6,Site,168
768431.979207033,6271821.63959612,6,Site,169
768434.554144722,6271825.92558444,6,Site,170
768437.129082411,6271830.21157276,6,Site,171
768439.7040201,6271834.49756108,6,Site,172
768442.278957789,6271838.78354941,6,Site,173
768444.853895478,6271843.06953773,6,Site,174
768447.428833167,6271847.35552605,6,Site,175
768450.003770856,6271851.64151437,6,Site,176
768452.578708545,6271855.92750269,6,Site,177
768455.153646234,6271860.21349102,6,Site,178
768457.728583923,6271864.49947934,6,Site,179
768460.303521612,6271868.78546766,6,Site,180
768414.266750415,6271797.08245049,6,Site,181
768416.843508432,6271801.36734467,6,Site,182
768419.42026645,6271805.65223884,6,Site,183
768421.997024468,6271809.93713302,6,Site,184
768424.573782486,6271814.2220272,6,Site,185
768427.150540503,6271818.50692138,6,Site,186
768429.727298521,6271822.79181556,6,Site,187
768432.304056539,6271827.07670973,6,Site,188
768434.880814556,6271831.36160391,6,Site,189
768437.457572574,6271835.64649809,6,Site,190
768440.034330592,6271839.93139227,6,Site,191
768442.61108861,6271844.21628645,6,Site,192
768445.187846627,6271848.50118062,6,Site,193
768447.764604645,6271852.7860748,6,Site,194
768450.341362663,6271857.07096898,6,Site,195
768452.918120681,6271861.35586316,6,Site,196
768455.494878698,6271865.64075734,6,Site,197
768458.071636716,6271869.92565152,6,Site,198
768418.888248388,6271794.93876787,7,Site,199
768421.455581463,6271799.22931573,7,Site,200
768424.022914539,6271803.51986358,7,Site,201
768426.590247615,6271807.81041143,7,Site,202
768429.157580691,6271812.10095929,7,Site,203
768431.724913767,6271816.39150714,7,Site,204
768434.292246843,6271820.68205499,7,Site,205
768436.859579918,6271824.97260284,7,Site,206
768439.426912994,6271829.2631507,7,Site,207
768441.99424607,6271833.55369855,7,Site,208
768444.561579146,6271837.8442464,7,Site,209
768447.128912222,6271842.13479425,7,Site,210
768449.696245298,6271846.42534211,7,Site,211
768452.263578374,6271850.71588996,7,Site,212
768454.830911449,6271855.00643781,7,Site,213
768457.398244525,6271859.29698567,7,Site,214
768459.965577601,6271863.58753352,7,Site,215
768462.532910677,6271867.87808137,7,Site,216
768416.5295809,6271795.92366618,7,Site,217
768419.104518588,6271800.20965451,7,Site,218
768421.679456277,6271804.49564283,7,Site,219
768424.254393966,6271808.78163115,7,Site,220
768426.829331655,6271813.06761947,7,Site,221
768429.404269344,6271817.35360779,7,Site,222
768431.979207033,6271821.63959612,7,Site,223
768434.554144722,6271825.92558444,7,Site,224
768437.129082411,6271830.21157276,7,Site,225
768439.7040201,6271834.49756108,7,Site,226
768442.278957789,6271838.78354941,7,Site,227
768444.853895478,6271843.06953773,7,Site,228
768447.428833167,6271847.35552605,7,Site,229
768450.003770856,6271851.64151437,7,Site,230
768452.578708545,6271855.92750269,7,Site,231
768455.153646234,6271860.21349102,7,Site,232
768457.728583923,6271864.49947934,7,Site,233
768460.303521612,6271868.78546766,7,Site,234
768420.781413728,6271793.55651706,8,Site,235
768423.348204785,6271797.8473892,8,Site,236
768425.914995843,6271802.13826133,8,Site,237
768428.481786901,6271806.42913347,8,Site,238
768431.048577958,6271810.7200056,8,Site,239
768433.615369016,6271815.01087773,8,Site,240
768436.182160074,6271819.30174987,8,Site,241
768438.748951132,6271823.592622,8,Site,242
768441.315742189,6271827.88349413,8,Site,243
768443.882533247,6271832.17436627,8,Site,244
768446.449324305,6271836.4652384,8,Site,245
768449.016115363,6271840.75611053,8,Site,246
768451.58290642,6271845.04698267,8,Site,247
768454.149697478,6271849.3378548,8,Site,248
768456.716488536,6271853.62872693,8,Site,249
768459.283279593,6271857.91959907,8,Site,250
768461.850070651,6271862.2104712,8,Site,251
768464.416861709,6271866.50134333,8,Site,252
768418.888248388,6271794.93876787,8,Site,253
768421.455581463,6271799.22931573,8,Site,254
768424.022914539,6271803.51986358,8,Site,255
768426.590247615,6271807.81041143,8,Site,256
768429.157580691,6271812.10095929,8,Site,257
768431.724913767,6271816.39150714,8,Site,258
768434.292246843,6271820.68205499,8,Site,259
768436.859579918,6271824.97260284,8,Site,260
768439.426912994,6271829.2631507,8,Site,261
768441.99424607,6271833.55369855,8,Site,262
768444.561579146,6271837.8442464,8,Site,263
768447.128912222,6271842.13479425,8,Site,264
768449.696245298,6271846.42534211,8,Site,265
768452.263578374,6271850.71588996,8,Site,266
768454.830911449,6271855.00643781,8,Site,267
768457.398244525,6271859.29698567,8,Site,268
768459.965577601,6271863.58753352,8,Site,269
768462.532910677,6271867.87808137,8,Site,270
768422.922014121,6271792.1955343,9,Site,271
768425.501266517,6271796.47892747,9,Site,272
768428.080518913,6271800.76232064,9,Site,273
768430.65977131,6271805.04571382,9,Site,274
768433.239023706,6271809.32910699,9,Site,275
768435.818276102,6271813.61250016,9,Site,276
768438.397528498,6271817.89589334,9,Site,277
768440.976780895,6271822.17928651,9,Site,278
768443.556033291,6271826.46267968,9,Site,279
768446.135285687,6271830.74607285,9,Site,280
768448.714538083,6271835.02946603,9,Site,281
768451.293790479,6271839.3128592,9,Site,282
768453.873042876,6271843.59625237,9,Site,283
768456.452295272,6271847.87964555,9,Site,284
768459.031547668,6271852.16303872,9,Site,285
768461.610800064,6271856.44643189,9,Site,286
768464.190052461,6271860.72982507,9,Site,287
768466.769304857,6271865.01321824,9,Site,288
768420.781413728,6271793.55651706,9,Site,289
768423.348204785,6271797.8473892,9,Site,290
768425.914995843,6271802.13826133,9,Site,291
768428.481786901,6271806.42913347,9,Site,292
768431.048577958,6271810.7200056,9,Site,293
768433.615369016,6271815.01087773,9,Site,294
768436.182160074,6271819.30174987,9,Site,295
768438.748951132,6271823.592622,9,Site,296
768441.315742189,6271827.88349413,9,Site,297
768443.882533247,6271832.17436627,9,Site,298
768446.449324305,6271836.4652384,9,Site,299
768449.016115363,6271840.75611053,9,Site,300
768451.58290642,6271845.04698267,9,Site,301
768454.149697478,6271849.3378548,9,Site,302
768456.716488536,6271853.62872693,9,Site,303
768459.283279593,6271857.91959907,9,Site,304
768461.850070651,6271862.2104712,9,Site,305
768464.416861709,6271866.50134333,9,Site,306
768424.997324704,6271790.93521516,10,Site,307
768427.565173886,6271795.22545415,10,Site,308
768430.133023068,6271799.51569313,10,Site,309
768432.70087225,6271803.80593212,10,Site,310
768435.268721432,6271808.09617111,10,Site,311
768437.836570614,6271812.3864101,10,Site,312
768440.404419796,6271816.67664909,10,Site,313
768442.972268978,6271820.96688808,10,Site,314
768445.54011816,6271825.25712707,10,Site,315
768448.107967342,6271829.54736605,10,Site,316
768450.675816524,6271833.83760504,10,Site,317
768453.243665706,6271838.12784403,10,Site,318
768455.811514888,6271842.41808302,10,Site,319
768458.37936407,6271846.70832201,10,Site,320
768460.947213252,6271850.998561,10,Site,321
768463.515062434,6271855.28879998,10,Site,322
768466.082911615,6271859.57903897,10,Site,323
768468.650760797,6271863.86927796,10,Site,324
768422.922014121,6271792.1955343,10,Site,325
768425.501266517,6271796.47892747,10,Site,326
768428.080518913,6271800.76232064,10,Site,327
768430.65977131,6271805.04571382,10,Site,328
768433.239023706,6271809.32910699,10,Site,329
768435.818276102,6271813.61250016,10,Site,330
768438.397528498,6271817.89589334,10,Site,331
768440.976780895,6271822.17928651,10,Site,332
768443.556033291,6271826.46267968,10,Site,333
768446.135285687,6271830.74607285,10,Site,334
768448.714538083,6271835.02946603,10,Site,335
768451.293790479,6271839.3128592,10,Site,336
768453.873042876,6271843.59625237,10,Site,337
768456.452295272,6271847.87964555,10,Site,338
768459.031547668,6271852.16303872,10,Site,339
768461.610800064,6271856.44643189,10,Site,340
768464.190052461,6271860.72982507,10,Site,341
768466.769304857,6271865.01321824,10,Site,342
768427.442227533,6271790.04117974,11,Site,343
768430.01114205,6271794.33078092,11,Site,344
768432.580056567,6271798.62038209,11,Site,345
768435.148971084,6271802.90998326,11,Site,346
768437.717885601,6271807.19958443,11,Site,347
768440.286800118,6271811.4891856,11,Site,348
768442.855714635,6271815.77878677,11,Site,349
768445.424629152,6271820.06838794,11,Site,350
768447.993543669,6271824.35798911,11,Site,351
768450.562458186,6271828.64759028,11,Site,352
768453.131372703,6271832.93719145,11,Site,353
768455.70028722,6271837.22679262,11,Site,354
768458.269201737,6271841.51639379,11,Site,355
768460.838116254,6271845.80599497,11,Site,356
768463.407030771,6271850.09559614,11,Site,357
768465.975945288,6271854.38519731,11,Site,358
768468.544859805,6271858.67479848,11,Site,359
768471.113774322,6271862.96439965,11,Site,360
768424.997324704,6271790.93521516,11,Site,361
768427.565173886,6271795.22545415,11,Site,362
768430.133023068,6271799.51569313,11,Site,363
768432.70087225,6271803.80593212,11,Site,364
768435.268721432,6271808.09617111,11,Site,365
768437.836570614,6271812.3864101,11,Site,366
768440.404419796,6271816.67664909,11,Site,367
768442.972268978,6271820.96688808,11,Site,368
768445.54011816,6271825.25712707,11,Site,369
768448.107967342,6271829.54736605,11,Site,370
768450.675816524,6271833.83760504,11,Site,371
768453.243665706,6271838.12784403,11,Site,372
768455.811514888,6271842.41808302,11,Site,373
768458.37936407,6271846.70832201,11,Site,374
768460.947213252,6271850.998561,11,Site,375
768463.515062434,6271855.28879998,11,Site,376
768466.082911615,6271859.57903897,11,Site,377
768468.650760797,6271863.86927796,11,Site,378
768429.324024717,6271788.43443338,12,Site,379
768431.893213009,6271792.72387058,12,Site,380
768434.462401301,6271797.01330778,12,Site,381
768437.031589593,6271801.30274499,12,Site,382
768439.600777886,6271805.59218219,12,Site,383
768442.169966178,6271809.88161939,12,Site,384
768444.73915447,6271814.17105659,12,Site,385
768447.308342763,6271818.4604938,12,Site,386
768449.877531055,6271822.749931,12,Site,387
768452.446719347,6271827.0393682,12,Site,388
768455.015907639,6271831.32880541,12,Site,389
768457.585095932,6271835.61824261,12,Site,390
768460.154284224,6271839.90767981,12,Site,391
768462.723472516,6271844.19711702,12,Site,392
768465.292660808,6271848.48655422,12,Site,393
768467.861849101,6271852.77599142,12,Site,394
768470.431037393,6271857.06542863,12,Site,395
768473.000225685,6271861.35486583,12,Site,396
768427.442227533,6271790.04117974,12,Site,397
768430.01114205,6271794.33078092,12,Site,398
768432.580056567,6271798.62038209,12,Site,399
768435.148971084,6271802.90998326,12,Site,400
768437.717885601,6271807.19958443,12,Site,401
768440.286800118,6271811.4891856,12,Site,402
768442.855714635,6271815.77878677,12,Site,403
768445.424629152,6271820.06838794,12,Site,404
768447.993543669,6271824.35798911,12,Site,405
768450.562458186,6271828.64759028,12,Site,406
768453.131372703,6271832.93719145,12,Site,407
768455.70028722,6271837.22679262,12,Site,408
768458.269201737,6271841.51639379,12,Site,409
768460.838116254,6271845.80599497,12,Site,410
768463.407030771,6271850.09559614,12,Site,411
768465.975945288,6271854.38519731,12,Site,412
768468.544859805,6271858.67479848,12,Site,413
768471.113774322,6271862.96439965,12,Site,414
768431.635234416,6271787.29154,13,Site,415
768434.192812211,6271791.58791007,13,Site,416
768436.750390005,6271795.88428015,13,Site,417
768439.307967799,6271800.18065022,13,Site,418
768441.865545594,6271804.4770203,13,Site,419
768444.423123388,6271808.77339037,13,Site,420
768446.980701182,6271813.06976045,13,Site,421
768449.538278977,6271817.36613052,13,Site,422
768452.095856771,6271821.6625006,13,Site,423
768454.653434565,6271825.95887067,13,Site,424
768457.211012359,6271830.25524075,13,Site,425
768459.768590154,6271834.55161083,13,Site,426
768462.326167948,6271838.8479809,13,Site,427
768464.883745742,6271843.14435098,13,Site,428
768467.441323537,6271847.44072105,13,Site,429
768469.998901331,6271851.73709113,13,Site,430
768472.556479125,6271856.0334612,13,Site,431
768475.11405692,6271860.32983128,13,Site,432
768429.324024717,6271788.43443338,13,Site,433
768431.893213009,6271792.72387058,13,Site,434
768434.462401301,6271797.01330778,13,Site,435
768437.031589593,6271801.30274499,13,Site,436
768439.600777886,6271805.59218219,13,Site,437
768442.169966178,6271809.88161939,13,Site,438
768444.73915447,6271814.17105659,13,Site,439
768447.308342763,6271818.4604938,13,Site,440
768449.877531055,6271822.749931,13,Site,441
768452.446719347,6271827.0393682,13,Site,442
768455.015907639,6271831.32880541,13,Site,443
768457.585095932,6271835.61824261,13,Site,444
768460.154284224,6271839.90767981,13,Site,445
768462.723472516,6271844.19711702,13,Site,446
768465.292660808,6271848.48655422,13,Site,447
768467.861849101,6271852.77599142,13,Site,448
768470.431037393,6271857.06542863,13,Site,449
768473.000225685,6271861.35486583,13,Site,450
768433.692505597,6271786.0515007,14,Site,451
768436.274317956,6271790.33335135,14,Site,452
768438.856130316,6271794.61520199,14,Site,453
768441.437942675,6271798.89705264,14,Site,454
768444.019755034,6271803.17890328,14,Site,455
768446.601567393,6271807.46075393,14,Site,456
768449.183379752,6271811.74260457,14,Site,457
768451.765192112,6271816.02445521,14,Site,458
768454.347004471,6271820.30630586,14,Site,459
768456.92881683,6271824.5881565,14,Site,460
768459.510629189,6271828.87000715,14,Site,461
768462.092441548,6271833.15185779,14,Site,462
768464.674253908,6271837.43370844,14,Site,463
768467.256066267,6271841.71555908,14,Site,464
768469.837878626,6271845.99740973,14,Site,465
768472.419690985,6271850.27926037,14,Site,466
768475.001503344,6271854.56111102,14,Site,467
768477.583315703,6271858.84296166,14,Site,468
768431.635234416,6271787.29154,14,Site,469
768434.192812211,6271791.58791007,14,Site,470
768436.750390005,6271795.88428015,14,Site,471
768439.307967799,6271800.18065022,14,Site,472
768441.865545594,6271804.4770203,14,Site,473
768444.423123388,6271808.77339037,14,Site,474
768446.980701182,6271813.06976045,14,Site,475
768449.538278977,6271817.36613052,14,Site,476
768452.095856771,6271821.6625006,14,Site,477
768454.653434565,6271825.95887067,14,Site,478
768457.211012359,6271830.25524075,14,Site,479
768459.768590154,6271834.55161083,14,Site,480
768462.326167948,6271838.8479809,14,Site,481
768464.883745742,6271843.14435098,14,Site,482
768467.441323537,6271847.44072105,14,Site,483
768469.998901331,6271851.73709113,14,Site,484
768472.556479125,6271856.0334612,14,Site,485
768475.11405692,6271860.32983128,14,Site,486
768435.70186187,6271784.52801583,15,Site,487
768438.269426572,6271788.81842508,15,Site,488
768440.836991274,6271793.10883432,15,Site,489
768443.404555976,6271797.39924357,15,Site,490
768445.972120678,6271801.68965282,15,Site,491
768448.53968538,6271805.98006206,15,Site,492
768451.107250083,6271810.27047131,15,Site,493
768453.674814785,6271814.56088055,15,Site,494
768456.242379487,6271818.8512898,15,Site,495
768458.809944189,6271823.14169905,15,Site,496
768461.377508891,6271827.43210829,15,Site,497
768463.945073594,6271831.72251754,15,Site,498
768466.512638296,6271836.01292679,15,Site,499
768469.080202998,6271840.30333603,15,Site,500
768471.6477677,6271844.59374528,15,Site,501
768474.215332402,6271848.88415452,15,Site,502
768476.782897105,6271853.17456377,15,Site,503
768479.350461807,6271857.46497302,15,Site,504
768433.692505597,6271786.0515007,15,Site,505
768436.274317956,6271790.33335135,15,Site,506
768438.856130316,6271794.61520199,15,Site,507
768441.437942675,6271798.89705264,15,Site,508
768444.019755034,6271803.17890328,15,Site,509
768446.601567393,6271807.46075393,15,Site,510
768449.183379752,6271811.74260457,15,Site,511
768451.765192112,6271816.02445521,15,Site,512
768454.347004471,6271820.30630586,15,Site,513
768456.92881683,6271824.5881565,15,Site,514
768459.510629189,6271828.87000715,15,Site,515
768462.092441548,6271833.15185779,15,Site,516
768464.674253908,6271837.43370844,15,Site,517
768467.256066267,6271841.71555908,15,Site,518
768469.837878626,6271845.99740973,15,Site,519
768472.419690985,6271850.27926037,15,Site,520
768475.001503344,6271854.56111102,15,Site,521
768477.583315703,6271858.84296166,15,Site,522
768438.335868777,6271783.07853379,16,Site,523
768440.872908498,6271787.38706364,16,Site,524
768443.409948218,6271791.69559349,16,Site,525
768445.946987939,6271796.00412334,16,Site,526
768448.48402766,6271800.31265319,16,Site,527
768451.02106738,6271804.62118304,16,Site,528
768453.558107101,6271808.92971288,16,Site,529
768456.095146821,6271813.23824273,16,Site,530
768458.632186542,6271817.54677258,16,Site,531
768461.169226262,6271821.85530243,16,Site,532
768463.706265983,6271826.16383228,16,Site,533
768466.243305703,6271830.47236213,16,Site,534
768468.780345424,6271834.78089198,16,Site,535
768471.317385144,6271839.08942182,16,Site,536
768473.854424865,6271843.39795167,16,Site,537
768476.391464585,6271847.70648152,16,Site,538
768478.928504306,6271852.01501137,16,Site,539
768481.465544026,6271856.32354122,16,Site,540
768435.70186187,6271784.52801583,16,Site,541
768438.269426572,6271788.81842508,16,Site,542
768440.836991274,6271793.10883432,16,Site,543
768443.404555976,6271797.39924357,16,Site,544
768445.972120678,6271801.68965282,16,Site,545
768448.53968538,6271805.98006206,16,Site,546
768451.107250083,6271810.27047131,16,Site,547
768453.674814785,6271814.56088055,16,Site,548
768456.242379487,6271818.8512898,16,Site,549
768458.809944189,6271823.14169905,16,Site,550
768461.377508891,6271827.43210829,16,Site,551
768463.945073594,6271831.72251754,16,Site,552
768466.512638296,6271836.01292679,16,Site,553
768469.080202998,6271840.30333603,16,Site,554
768471.6477677,6271844.59374528,16,Site,555
768474.215332402,6271848.88415452,16,Site,556
768476.782897105,6271853.17456377,16,Site,557
768479.350461807,6271857.46497302,16,Site,558
768440.114883343,6271781.8154624,17,Site,559
768442.685728067,6271786.10390704,17,Site,560
768445.256572791,6271790.39235168,17,Site,561
768447.827417514,6271794.68079631,17,Site,562
768450.398262238,6271798.96924095,17,Site,563
768452.969106962,6271803.25768559,17,Site,564
768455.539951685,6271807.54613023,17,Site,565
768458.110796409,6271811.83457486,17,Site,566
768460.681641132,6271816.1230195,17,Site,567
768463.252485856,6271820.41146414,17,Site,568
768465.82333058,6271824.69990877,17,Site,569
768468.394175303,6271828.98835341,17,Site,570
768470.965020027,6271833.27679805,17,Site,571
768473.535864751,6271837.56524269,17,Site,572
768476.106709474,6271841.85368732,17,Site,573
768478.677554198,6271846.14213196,17,Site,574
768481.248398921,6271850.4305766,17,Site,575
768483.819243645,6271854.71902123,17,Site,576
768438.335868777,6271783.07853379,17,Site,577
